gene_symbol,baseMean,log2FoldChange,padj
gene_177,5.03333442154271,2.73694235989374,5.31948469869549e-06
gene_178,5.10823071442858,-1.49031952610092,5.52155323663069e-06
gene_179,5.53837178712743,2.62129980115427,5.53395136466312e-06
gene_180,2.13907380366549,-2.59567938132634,5.5580514208731e-06
gene_181,5.46447324797833,3.47498554782089,5.72974523742483e-06
gene_182,1.15866909221066,-2.42669862175883,5.72974523742483e-06
gene_183,8.4115352622072,1.88097240904364,5.72974523742483e-06
gene_184,4.16747434865423,-2.56117305353658,5.9495891699094e-06
gene_185,3.83677440911659,-2.15183386959905,6.17513416968889e-06
gene_186,1.99071990862982,-2.29277186772715,6.43616712763015e-06
gene_187,5.21966317938491,-1.69682633270582,6.45267610302544e-06
gene_188,7.49706782252571,1.5975026849022,7.42058673045557e-06
gene_189,6.9475964858719,3.42025491988085,7.42058673045557e-06
gene_190,3.70864696240207,-2.37391767176438,7.89331383597725e-06
gene_191,4.91595436633185,-1.65331644892028,7.96103385918584e-06
gene_192,6.8454951786714,1.56795439696056,7.96103385918584e-06
gene_193,2.93456064401264,-1.75083066327159,8.036626425235e-06
gene_194,4.93955172487397,-1.55170970592995,8.22767718732146e-06
gene_195,1.99093784627273,-2.80633010598601,8.42027895217815e-06
gene_196,5.57364351585257,-1.94471274955727,8.52016495546293e-06
gene_197,4.60651066451004,-2.12678668252241,8.74056545945958e-06
gene_198,5.84762443512428,3.08420477364216,8.93756910433017e-06
gene_199,9.53983330837206,-2.33103720304196,9.02008584410971e-06
gene_200,5.76582825855859,1.72858473139181,9.19749316187911e-06
gene_201,10.4962018279511,4.09485793355909,9.21456070170054e-06
gene_202,4.9639689826613,-1.9754616581815,9.44001828662512e-06
gene_203,6.66610266288859,1.93640689551635,9.47670186031643e-06
gene_204,6.31279712887344,-1.96726830423865,9.53291756896464e-06
gene_205,5.4892153121177,-1.44689150207495,9.56649199491679e-06
gene_206,7.1555448840403,1.87404160283891,9.66315166515116e-06
gene_207,7.4775909421709,3.56346983495968,9.71337061407318e-06
gene_208,-2.07375757374054,-6.72509434561826,9.98085205562822e-06
gene_209,5.19299556360239,-1.54560038299023,1.00626187406805e-05
gene_210,-0.553289066915097,-5.64078321752324,1.00857005664339e-05
gene_211,6.70968519340883,1.86753185248569,1.01793679509153e-05
gene_212,6.11792043794281,-1.56651876345037,1.01874741389225e-05
gene_213,5.0601048867925,-1.61284017752641,1.01874741389225e-05
gene_214,3.51103112419803,-2.94292457212506,1.02266101869583e-05
gene_215,-2.71951099863535,-5.75696642472838,1.02266101869583e-05
gene_216,0.97118048966303,-3.41581750480508,1.02266101869583e-05
gene_217,4.59130091298777,-2.34394339346578,1.054340525047e-05
gene_218,3.32152313593977,-3.75596954078088,1.07601824237743e-05
gene_219,0.956753658186328,-2.1154682413271,1.07601824237743e-05
gene_220,5.70432228365591,1.85045616692008,1.07601824237743e-05
gene_221,-3.9614521840912,-7.0810153272316,1.0872714992101e-05
gene_222,8.702235768805,1.98674555409243,1.09531637840611e-05
gene_223,1.19923465696698,-2.40541312668005,1.11307104034775e-05
gene_224,2.07219329952258,-3.78062517831771,1.11393658529909e-05
gene_225,5.88638981086357,-2.28772027805367,1.18542466067236e-05
gene_226,6.51391758295731,-1.82630988075775,1.19079781882091e-05
gene_227,6.65120365955326,-1.47482815273276,1.19387880840583e-05
gene_228,4.24692784851566,2.73498513340976,1.20395516482236e-05
gene_229,6.99995483469704,1.59680406285179,1.21473036072549e-05
gene_230,8.5091859008894,2.51648331413551,1.22660876016727e-05
gene_231,0.508978234018133,4.01938780089743,1.22660876016727e-05
gene_232,6.34110144426567,1.51001415982745,1.23762367130695e-05
gene_233,4.93174848710983,2.13390527850134,1.24575343699782e-05
gene_234,6.63532197235578,-1.40453613882987,1.26605459576424e-05
gene_235,3.05962630258783,-1.53036530158346,1.28870954865447e-05
gene_236,4.92723912004882,-1.60186917847116,1.33895377804556e-05
gene_237,3.27838799132495,-2.03075823320317,1.33895377804556e-05
gene_238,5.73039208729893,-2.07599323631799,1.33895377804556e-05
gene_239,-0.28727426121488,-4.69611335906386,1.33895377804556e-05
gene_240,6.26572621256395,2.54609867291621,1.33895377804556e-05
gene_241,1.87681534741271,-2.03045380444561,1.33959528056423e-05
gene_242,7.40935096806576,3.17821133609316,1.33959528056423e-05
gene_243,0.543058316673718,-4.07638914238003,1.33959528056423e-05
gene_244,7.93491606707452,1.8088255919962,1.34429419509103e-05
gene_245,5.56277226323662,-3.32734593559583,1.34429419509103e-05
gene_246,-0.255609491285292,-3.00662941933426,1.34819184652264e-05
gene_247,4.8552795159695,3.29245284079183,1.38374595382489e-05
gene_248,6.09071897058895,-1.48250912326835,1.38412563143577e-05
gene_249,1.28639939932464,-3.22696233395734,1.42995833888279e-05
gene_250,6.24143306750973,1.71887546337658,1.43551188489444e-05
gene_251,5.24687199805723,1.70341433497847,1.46869535482725e-05
gene_252,4.96297945004354,-1.68353429268728,1.4853405680213e-05
gene_253,3.410800995128,3.51839444903064,1.53708287072652e-05
gene_254,5.95416277426185,1.67703589227414,1.552898591817e-05
gene_255,4.59051712638031,2.37182727273723,1.55885384845384e-05
gene_256,-3.27329006855689,-6.99865226428906,1.57363885701382e-05
gene_257,3.68418784962089,2.5845998397517,1.57363885701382e-05
gene_258,1.72506955213517,-2.22740952600572,1.57363885701382e-05
gene_259,2.56379750263128,4.59742869862182,1.59512381292744e-05
gene_260,7.07506885402538,-1.43716131286804,1.5952317589628e-05
gene_261,5.94661927216246,-2.33835991324695,1.6029025226282e-05
gene_262,-1.49938162232314,-7.59527289982931,1.62117634607839e-05
gene_263,1.42401530377627,-2.42080071619315,1.66500118134114e-05
gene_264,3.23627627829616,-2.21205539696183,1.67788822342111e-05
gene_265,4.25859690179958,2.20380448492137,1.73714169511351e-05
gene_266,2.61158860967983,-3.0577414740476,1.75081614387057e-05
gene_267,0.794182805836043,-3.47208511380916,1.78661772333908e-05
gene_268,6.96881347237557,1.66879067820479,1.81754710520784e-05
gene_269,6.72156898284159,1.53481385458803,1.83802331750354e-05
gene_270,4.12790338485918,-1.8836019977024,1.89315933853853e-05
gene_271,0.623781695813306,-4.42895958636498,1.89336037394779e-05
gene_272,5.27334628734458,1.83619266377734,1.90712834507933e-05
gene_273,4.92851177886935,-3.36561693308633,1.96739454603053e-05
gene_274,4.97379704883656,-1.55031792495231,1.96830846704573e-05
gene_275,0.323846432305784,-3.35468480248518,1.97199153409503e-05
gene_276,5.36522432916277,-1.43897659999118,1.98929142453459e-05
gene_277,2.91539548602073,-2.38072441575686,2.05534095979732e-05
gene_278,7.27836574802435,-1.52651624165729,2.09204579765454e-05
gene_279,8.74260864687905,-3.82316276144182,2.11964253385449e-05
gene_280,7.00767249445143,2.47578982185861,2.11964253385449e-05
gene_281,4.37919085102587,3.63168439643826,2.13108006391731e-05
gene_282,2.58025180796724,-1.82931669080096,2.19199573395522e-05
gene_283,2.08196681223316,-2.95812019345661,2.19276435216384e-05
gene_284,5.15756884762844,2.79646604157305,2.20094739810901e-05
gene_285,8.15208017197661,-3.46626141185988,2.20094739810901e-05
gene_286,6.41872396723172,1.88523313953442,2.20094739810901e-05
gene_287,4.40526537953451,-1.65642501484046,2.216372003064e-05
gene_288,3.95123466693986,-1.87775999151968,2.29452355468306e-05
gene_289,7.41730695328913,-2.0606476217195,2.3529842512367e-05
gene_290,3.29074574604293,-2.55700580446638,2.35397416479065e-05
gene_291,6.33499434024029,1.93382405745613,2.36862297322639e-05
gene_292,5.07228287688576,-1.60995837629855,2.37331564088253e-05
gene_293,6.9575073562411,1.5812872038295,2.41895411570353e-05
gene_294,5.28579523361039,-1.56594223187161,2.41895411570353e-05
gene_295,3.92708206230247,3.48116004929409,2.53274901694724e-05
gene_296,6.77148036263706,1.59280085427668,2.53274901694724e-05
gene_297,6.37586371917317,-3.66387094401004,2.53274901694724e-05
gene_298,7.80340263792869,1.7068619865009,2.57061294309982e-05
gene_299,-1.42963960737898,-4.550378679274,2.57638446895671e-05
gene_300,3.68312782457849,3.10317285956428,2.59887808257877e-05
gene_301,4.03768584211462,-1.80751731513816,2.60145028832913e-05
gene_302,6.03506494829514,1.75910434042829,2.65568855910716e-05
gene_303,0.963645604851823,-2.18976126916061,2.65568855910716e-05
gene_304,7.33996988158364,1.71709159164177,2.72988060562589e-05
gene_305,6.21247086297819,1.61624129450617,2.72988060562589e-05
gene_306,-4.43595339166059,-6.18710446952911,2.72988060562589e-05
gene_307,-0.742702274089349,-3.89740681822443,2.72988060562589e-05
gene_308,4.25957833500552,-1.48800769048568,2.7601251737036e-05
gene_309,4.14804158479295,-1.57751990237573,2.82251828395343e-05
gene_310,3.4134509076874,-1.72594597151848,2.8353840673225e-05
gene_311,2.22282441333557,-2.53109057193056,2.87648623770363e-05
gene_312,5.53426563409361,1.43686003079367,2.89627632465994e-05
gene_313,-0.337929961098014,2.69628756229544,2.89627632465994e-05
gene_314,9.44392505307459,1.51823326999543,2.89627632465994e-05
gene_315,6.68203416650215,2.90969509924991,2.89627632465994e-05
gene_316,5.4755224527007,4.36561102252741,2.91232456007772e-05
gene_317,6.4507684890558,2.25485988158762,2.91579384320143e-05
gene_318,6.95847716075687,1.89609940409784,2.92002043747078e-05
gene_319,8.23795968880773,3.98453343206669,2.92225795140246e-05
gene_320,5.25463749885657,-1.6011127953883,2.92225795140246e-05
gene_321,4.088186446283,6.47536235888909,2.92225795140246e-05
gene_322,6.75917031194116,-1.50826946985617,2.92225795140246e-05
gene_323,5.0490212408634,-2.96710845498875,2.92225795140246e-05
gene_324,4.05271777787841,-1.65604875072237,2.92225795140246e-05
gene_325,3.74635984101554,-1.55795596397701,2.92225795140246e-05
gene_326,4.32295328341489,-1.49888695852073,3.02835597707202e-05
gene_327,2.90290592053876,-2.04861940265527,3.06414164946881e-05
gene_328,10.3385095948675,-2.27206650612079,3.06712080769696e-05
gene_329,7.1226756388718,1.40888637478816,3.07573204831581e-05
gene_330,4.1072121063311,-1.91497118277359,3.12022004423779e-05
gene_331,7.18036005472889,1.63522402147157,3.15157578395095e-05
gene_332,6.10943617202249,-1.47979023840517,3.29043252408918e-05
gene_333,4.0397060162933,-2.85239017601343,3.29408839493781e-05
gene_334,4.69281530526682,-1.51680159105043,3.29408839493781e-05
gene_335,7.48442251346755,-1.44288240861802,3.35839057136111e-05
gene_336,6.76727698925085,-3.7176821695731,3.37060223589049e-05
gene_337,5.43256361083497,-1.37213039789336,3.42368391135881e-05
gene_338,3.67509490693989,-3.2187670969436,3.42969275332518e-05
gene_339,6.00503123229326,-1.50280151114962,3.42969275332518e-05
gene_340,4.04962558174676,-3.15116771971938,3.49123911504067e-05
gene_341,3.81637997757662,1.6691273374481,3.49123911504067e-05
gene_342,4.34812620660442,3.81415407564074,3.49747227927615e-05
gene_343,3.98972062234384,1.81378396232306,3.54146052091853e-05
gene_344,7.50699079796229,1.82592696005398,3.56137935361633e-05
gene_345,5.1739082941964,-3.1796510745693,3.58493031691406e-05
gene_346,6.45821996409435,-2.13119861631599,3.62654802474404e-05
gene_347,-0.823721229086979,-3.87969511240099,3.63885226208049e-05
gene_348,5.44544181191042,1.5960313771062,3.64327553422285e-05
gene_349,6.40705512701962,1.36539336611253,3.68096145202702e-05
gene_350,4.52231757614095,-1.56173677593753,3.71081482412337e-05
gene_351,8.19970469475681,-1.40999858116289,3.72643890593999e-05
gene_352,5.69995221466834,-2.12543504056736,3.72643890593999e-05
gene_353,4.65614804325728,-1.55150670947381,3.7866509588393e-05
gene_354,6.4505460121221,2.18717604788087,3.80960347015538e-05
gene_355,4.74386845070896,1.65652984487958,3.80960347015538e-05
gene_356,1.10122544986293,-3.44656396640671,3.80960347015538e-05
gene_357,7.01272394589755,1.56248339533212,3.80960347015538e-05
gene_358,5.6755108219243,-1.58861339039442,3.80960347015538e-05
gene_359,8.20001030813821,-1.99239736988275,3.82720105535274e-05
gene_360,5.063484482064,-1.68799329046628,3.82720105535274e-05
gene_361,0.381410868137898,-3.24280631029084,3.83125550093502e-05
gene_362,3.49083538441461,-2.05408524239681,3.86984899549981e-05
gene_363,8.37332836054297,1.77330303631377,3.87467680512504e-05
gene_364,0.0986085553259926,7.44095411053523,3.8780426324444e-05
gene_365,3.47430355219686,-1.97482818516225,3.912575036331e-05
gene_366,8.75333242176438,4.19943544573789,3.912575036331e-05
gene_367,4.41596651280009,1.68937347144117,3.92988649476418e-05
gene_368,1.16852305512817,-2.04017727535745,3.97781217848975e-05
gene_369,4.22959486997399,-1.60899741183231,3.98870021073351e-05
gene_370,5.35265221415675,-1.46887823109495,4.0010366422479e-05
gene_371,2.63858143907546,2.22714111970963,4.0164596657602e-05
gene_372,6.78332860911502,1.47106019514371,4.0164596657602e-05
gene_373,0.296315284812597,-3.14895971846428,4.08563313334669e-05
gene_374,6.34098182176646,1.7868123303091,4.09595166276218e-05
gene_375,-1.30733058278612,-6.1528633932453,4.25826592207731e-05
gene_376,-3.58471372214121,-6.75311814866759,4.25826592207731e-05
gene_377,3.06901513645895,-1.94017683984851,4.25826592207731e-05
gene_378,3.18503016355951,-3.30274579401213,4.25826592207731e-05
gene_379,3.31547079114564,-2.29763191855311,4.28106010694414e-05
gene_380,1.86450070869507,-3.28158146845086,4.33468122930987e-05
gene_381,0.557398968663504,-1.97159410891781,4.36704673164852e-05
gene_382,6.97196487645496,1.84649195939985,4.45744130278783e-05
gene_383,7.77839754269973,1.32195759950481,4.46048584580706e-05
gene_384,5.25657299897263,2.58509364510606,4.51529883650557e-05
gene_385,2.52110695482454,-6.95533974538665,4.578411787382e-05
gene_386,6.69890469717097,3.51719031461127,4.58607819531507e-05
gene_387,6.01167446613499,1.61803318058365,4.58607819531507e-05
gene_388,6.6835698992917,1.84477570696156,4.59484107605562e-05
gene_389,-2.11100721593547,-3.58537342401124,4.64615607147814e-05
gene_390,3.96061450865939,-2.31203032671273,4.64615607147814e-05
gene_391,7.13468209561925,-2.93331165635846,4.64615607147814e-05
gene_392,2.96536366961551,-3.16795920488891,4.79525445736111e-05
gene_393,3.16367453151092,-1.60773309373741,4.79525445736111e-05
gene_394,2.27501867928813,-2.50349058165444,4.80133772992752e-05
gene_395,5.00531833088877,1.9848951062869,4.8032785549877e-05
gene_396,3.69154018507983,2.15817203122644,4.97331143570413e-05
gene_397,5.3632218223348,-1.4059268596557,5.00636289227662e-05
gene_398,2.36608583583303,-2.40332982703559,5.00636289227662e-05
gene_399,3.25408744923379,-2.12184617904496,5.04099822868185e-05
gene_400,4.10577321793343,1.9519020424797,5.04099822868185e-05
gene_401,-3.51232531708568,-6.17471756739068,5.08776419319668e-05
gene_402,-1.50951501070796,-5.62237851484398,5.08986074318648e-05
gene_403,4.88561755712471,1.98135402752439,5.13136077979521e-05
gene_404,8.09366660014403,-1.57919068015993,5.21352958410225e-05
gene_405,5.58065729490419,-1.5067979399883,5.22503191503223e-05
gene_406,0.414386176660545,-2.40497253172726,5.23815547825455e-05
gene_407,-3.44129678568311,-4.6407318352576,5.26118533042501e-05
gene_408,-4.40099570914768,-5.59433091708649,5.26126640162671e-05
gene_409,4.26345057693517,-1.61583552876011,5.26126640162671e-05
gene_410,1.67863232912959,-1.89618239513612,5.26126640162671e-05
gene_411,6.96454779829551,-1.62631121324153,5.3180728625209e-05
gene_412,0.312515022931346,-2.89795841961386,5.3180728625209e-05
gene_413,6.16954466282006,-1.68331259668869,5.32780821441545e-05
gene_414,5.07437554839712,-1.6460120558442,5.35511860032602e-05
gene_415,4.25971801569747,1.81573548003715,5.38126013152657e-05
gene_416,10.0523973244098,1.67988122959857,5.45671433938569e-05
gene_417,7.23603110988941,1.92320481787834,5.50084048932611e-05
gene_418,1.48052103468833,-2.35215490628868,5.51502267265666e-05
gene_419,-0.108825104852598,-2.78209782820582,5.53071129455278e-05
gene_420,3.61535581899494,-1.39874996853257,5.53251697393034e-05
gene_421,-1.00020537248841,-3.38089793128034,5.62105923482206e-05
gene_422,3.93134717452228,-1.84484200659005,5.62773289347261e-05
gene_423,3.47707085751578,-1.85903515855526,5.65853210487504e-05
gene_424,4.19380840937049,3.48776376179224,5.66145263245634e-05
gene_425,4.27592952345113,3.01691261459419,5.70045177789059e-05
